NA,SI,AL,CR,CU,FE,PB,SN,MO,AG,MN,TI,V,BA,CA,MG,P,B,ZN,NI,LI,K,CD,KV40,Water,Status,Interpretation
2.3,3.8,0.8,0.3,11.0,21.0,11.0,0.8,0.2,0.0,0.3,0.1,0.1,0.0,3136.0,7.9,1046.0,102.0,1335.0,0.2,0.6,0.8,0.1,52.3,0.1,Normal,Condition satisfactory. 
11.0,15.0,2.2,0.7,6.5,36.0,2.8,0.2,0.8,0.0,1.6,0.1,0.1,0.6,3204.0,16.0,1028.0,108.0,1335.0,0.3,9.5,11.0,0.0,51.4,0.1,Normal,Condition satisfactory. 
5.7,11.0,6.5,28.0,11.0,53.0,0.3,1.0,7.1,0.4,0.4,0.2,0.2,0.0,718.0,129.0,634.0,30.0,850.0,1.6,0.1,1.4,0.0,55.5,0.1,Serious,Visible debris present. ISO cleanliness code appears to be high. The levels of Iron and Chromium appear high and suggest wear of a pump and/ or hydraulic rods/pistons. Action should be taken to correct - Consider fluid change and/or filter change. Additionally consider check unit for abnormal noise or vibration & feedback inspection findings.     
7.8,4.4,8.1,0.3,2.9,56.0,4.0,2.4,0.5,0.0,0.8,0.0,0.0,0.7,176.0,7.4,460.0,203.0,19.0,0.2,0.2,0.8,0.0,34.5,0.1,Normal,Condition satisfactory.
0.0,6.7,0.5,0.2,14.0,5.9,1.4,2.3,2.6,0.0,0.1,0.1,0.1,0.0,159.0,36.0,300.0,7.4,399.0,0.1,0.1,0.0,0.1,44.9,0.1,Caution,Visible debris present but wear appears satisfactory. Too much debris to give reliable ISO cleanliness code. Advice : Action should be taken to correct - Consider fluid clean/change and/or filter change.
11.0,7.1,1.2,0.2,3.7,23.0,1.0,0.9,0.7,0.0,0.9,0.1,0.0,0.0,3400.0,11.0,1075.0,105.0,1407.0,0.6,0.1,1.0,0.0,115.2,0.1,Normal,Condition satisfactory.
4.2,8.3,4.5,0.1,0.8,53.0,0.3,0.2,0.0,0.0,0.4,0.1,0.1,0.0,1891.0,7.5,771.0,168.0,755.0,0.2,0.0,0.5,0.1,34.1,0.1,Normal,Condition satisfactory. 
15.0,8.4,1.5,0.2,2.1,25.0,0.8,0.4,4.3,0.0,0.7,0.1,0.0,0.0,3549.0,12.0,1113.0,118.0,1434.0,0.5,0.0,0.0,0.0,111.2,0.1,Normal,Condition satisfactory.
14.0,7.7,1.1,0.2,1.9,22.0,0.0,0.0,4.0,0.0,0.6,0.1,0.0,0.0,3430.0,11.0,1067.0,114.0,1382.0,0.7,0.0,0.0,0.0,111.3,0.1,Normal,Condition satisfactory.
15.0,7.8,1.2,0.2,1.8,22.0,0.0,1.0,4.2,0.0,0.7,0.1,0.1,0.0,3460.0,11.0,1098.0,113.0,1418.0,0.6,0.0,0.2,0.1,111.1,0.1,Normal,Condition satisfactory.
0.0,1.1,0.0,0.1,1.1,2.4,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.3,305.0,1.3,431.0,0.1,0.0,0.0,0.1,44.4,0.1,Normal,Condition satisfactory.
16.0,8.2,1.3,0.2,1.9,23.0,0.2,0.0,4.1,0.0,0.7,0.1,0.0,0.0,3604.0,12.0,1136.0,120.0,1458.0,0.6,0.0,0.0,0.0,109.6,0.1,Normal,Condition satisfactory.
7.5,6.0,12.0,0.3,7.7,75.0,9.8,2.4,1.5,0.0,1.8,0.1,0.0,1.2,174.0,4.1,444.0,202.0,19.0,0.6,0.2,6.8,0.0,33.9,0.1,Caution,The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Resample at the next service intervention.
10.0,8.1,3.6,0.6,12.0,52.0,0.3,0.1,4.2,0.0,0.7,0.1,0.0,0.0,3256.0,13.0,1063.0,106.0,1397.0,0.3,0.1,1.2,0.1,93.9,0.1,Normal,Condition satisfactory.
11.0,7.0,2.6,0.2,15.0,40.0,1.3,0.0,3.9,0.0,0.7,0.1,0.1,0.1,3648.0,14.0,1150.0,119.0,1491.0,0.3,0.1,1.1,0.1,108.0,0.1,Normal,Condition satisfactory.
0.0,3.8,0.9,0.3,2.0,7.4,0.0,2.1,1.0,0.0,0.1,0.1,0.0,0.0,139.0,5.1,329.0,3.9,460.0,0.1,0.0,0.0,0.1,41.9,0.1,Normal,Condition satisfactory.
12.0,8.9,1.6,0.2,8.9,26.0,0.4,0.2,3.4,0.0,0.4,0.1,0.0,0.1,3642.0,16.0,1140.0,122.0,1467.0,0.1,0.3,1.0,0.1,108.1,0.1,Normal,Condition satisfactory.
11.0,12.0,3.8,0.4,34.0,77.0,0.0,1.9,3.5,0.0,1.1,0.2,0.1,0.0,3533.0,15.0,1132.0,116.0,1476.0,0.3,0.1,1.7,0.1,102.2,0.1,Normal,Condition satisfactory.
8.0,7.0,7.7,0.2,5.4,45.0,34.0,3.4,1.4,0.0,1.5,0.1,0.0,0.2,223.0,3.1,514.0,214.0,29.0,0.4,0.1,0.6,0.0,37.4,0.1,Caution,Visible debris present. The levels of Lead suggest possible wear of a bearing; bush or clutch type material. Advice : Resample at the next service intervention. 
4.8,7.5,2.9,0.0,1.3,136.0,1.0,1.2,0.1,0.0,0.8,0.1,0.0,0.0,1798.0,6.2,737.0,161.0,701.0,0.1,0.0,0.4,0.1,31.9,0.1,Normal,Condition satisfactory. 
1.7,2.9,1.9,0.3,2.5,9.9,0.0,0.6,53.0,0.0,0.4,0.1,0.0,0.0,1422.0,872.0,694.0,56.0,962.0,0.3,0.2,2.7,0.3,89.9,0.1,Normal,Condition satisfactory.
9.5,8.3,6.5,0.7,54.0,76.0,1.8,1.6,2.8,0.0,3.1,0.3,0.1,0.1,3242.0,13.0,932.0,94.0,1346.0,0.4,0.3,1.3,0.1,89.1,0.1,Normal,Condition satisfactory.
2.1,5.2,5.2,0.8,5.7,19.0,0.0,0.8,43.0,0.0,0.8,0.2,0.0,0.0,1447.0,765.0,670.0,79.0,904.0,0.4,0.2,1.6,0.3,86.4,0.1,Normal,Condition satisfactory.
7.2,9.5,2.8,0.4,55.0,49.0,5.3,1.0,0.4,0.0,4.1,0.1,0.0,1.0,64.0,3.7,668.0,3.2,97.0,0.4,7.1,3.3,0.0,38.9,0.1,Normal,Condition satisfactory. Report re-issued.[1]
13.0,34.0,9.5,1.3,86.0,245.0,2.4,2.8,1.3,0.0,6.1,0.6,0.1,0.2,3505.0,18.0,1112.0,117.0,1469.0,0.9,0.7,7.7,0.0,113.0,0.1,Serious,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
7.6,29.0,23.0,4.9,120.0,906.0,1.9,3.4,1.0,0.0,19.0,1.6,0.2,0.3,86.0,5.1,2000.0,9.7,83.0,2.7,0.1,1.0,0.1,196.2,0.1,Normal,Condition satisfactory. 
1.4,4.3,2.8,0.7,2.1,16.0,0.0,1.1,49.0,0.1,0.3,0.3,2.2,0.0,1372.0,1007.0,693.0,68.0,928.0,0.4,0.4,0.0,0.0,88.0,0.1,Normal,Condition satisfactory.
8.5,5.8,13.0,0.3,4.4,83.0,6.1,3.1,0.9,0.1,1.3,0.1,0.1,1.4,209.0,2.0,488.0,217.0,21.0,0.1,0.3,1.9,0.1,36.4,0.1,Caution,Visible debris present. The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Resample at the next service intervention.
11.0,11.0,1.7,0.3,20.0,66.0,0.8,0.0,2.4,0.0,1.0,0.1,0.0,0.1,3594.0,12.0,1151.0,113.0,1512.0,0.1,0.0,1.4,0.0,108.5,0.1,Normal,Condition satisfactory.
11.0,12.0,2.2,0.4,34.0,87.0,1.0,0.0,2.1,0.0,1.4,0.1,0.0,0.1,3268.0,11.0,1057.0,101.0,1387.0,0.0,0.0,1.1,0.0,94.7,0.1,Serious,The analysis indicates the wear rates appear to be at a satisfactory level however visual metallic/metallic-like debris is present. Recommend re-sampling at the next service schedule.
12.0,14.0,2.6,0.5,29.0,110.0,0.8,0.0,2.2,0.0,1.5,0.1,0.0,0.2,3454.0,12.0,1126.0,109.0,1469.0,0.0,0.0,1.6,0.0,95.4,0.1,Normal,Condition satisfactory.
1.5,3.4,0.7,0.1,25.0,5.3,3.4,1.2,0.3,0.0,0.1,0.0,0.0,0.2,111.0,2.9,321.0,3.4,466.0,0.0,0.0,0.0,0.1,41.5,0.1,Caution,Visible debris present. Copper present; but not significant and possibly normal leaching from copper based components or copper oil cooler if used. Advice : Resample at the next service intervention. 
13.0,12.0,1.2,0.2,21.0,24.0,0.1,0.6,3.4,0.0,0.4,0.0,0.0,0.1,3762.0,16.0,1171.0,118.0,1543.0,0.0,1.2,1.2,0.0,109.2,0.1,Normal,Condition satisfactory.
11.0,9.9,1.6,0.1,1.5,38.0,4.3,0.3,0.2,0.0,0.4,0.0,0.0,0.0,1354.0,4.5,670.0,159.0,576.0,0.7,0.1,2.3,0.0,32.5,0.1,Normal,Condition satisfactory.
1.8,4.1,3.2,0.5,4.8,11.0,0.4,2.0,54.0,0.0,0.4,0.2,0.1,0.0,1425.0,995.0,758.0,87.0,995.0,0.5,0.3,3.8,0.0,86.4,0.1,Normal,Condition satisfactory.
13.0,10.0,2.2,0.3,22.0,62.0,0.9,0.5,1.9,0.0,1.2,0.2,0.0,0.2,3503.0,13.0,1047.0,95.0,1468.0,0.2,0.2,1.1,0.6,102.3,0.1,Normal,Condition satisfactory.
14.0,9.9,2.1,0.3,14.0,39.0,0.3,0.4,2.0,0.0,1.0,0.2,0.0,0.1,3455.0,14.0,1043.0,93.0,1466.0,0.2,0.2,1.0,0.6,101.3,0.1,Normal,Condition satisfactory.
4.3,4.7,1.2,0.2,12.0,19.0,1.1,0.6,3.2,0.0,0.7,0.2,0.0,0.3,903.0,31.0,475.0,29.0,618.0,0.1,0.2,0.4,0.5,50.8,0.1,Normal,Wear appears satisfactory. No significant contamination. Advise monitor at the recommended sampling period.
16.0,11.0,1.0,0.4,30.0,45.0,0.3,0.8,2.1,0.0,1.4,0.2,0.0,0.4,3719.0,16.0,1099.0,105.0,1554.0,0.2,2.2,1.6,0.7,106.9,0.1,Normal,Condition satisfactory.
3413.0,10.0,2.4,0.0,0.6,0.1,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,14.0,17.0,6.2,0.0,14.0,0.0,0.0,281.0,0.1,,,Serious,Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Chloride level high possibly from hydrochloric acid based cleaning agents or poor water quality. Too high chloride might lead to increased corrosion. Sulphate content high suggesting either poor water quality; contamination with cleaning agent or gas leak into cooling system. Too low pH might lead to corrosion of iron-containing components. Too high sulphate by use of improper water or ingress of combustion gas. High glycolate indicates too high thermal load of the coolant. Advise drain system and refill with recommended mixture.  
1080.0,4.8,0.5,0.0,1.0,0.0,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,13.0,5.8,2.0,1.2,0.5,0.0,0.0,2876.0,0.1,,,Caution,Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Too high sulphate by use of improper water or ingress of combustion gas. Glycol content indicates sufficient freeze and corrosion protection. Advise monitor at the recommended sampling period.
4.7,3.7,5.2,0.2,2.7,57.0,2.8,1.2,0.0,0.0,0.7,0.0,0.0,0.5,165.0,1.3,450.0,205.0,9.5,0.3,0.1,1.5,0.0,34.8,0.1,Normal,Condition satisfactory.
0.0,2.4,0.8,0.1,22.0,3.6,1.0,0.6,0.6,0.0,0.0,0.0,0.0,0.0,140.0,9.0,288.0,1.4,369.0,0.1,0.1,0.0,0.0,44.9,0.1,Serious,Visible debris present. Copper present; but not significant and possibly normal leaching from copper based components or copper oil cooler if used. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted. 
10.0,7.6,1.9,0.3,24.0,43.0,0.2,0.5,1.5,0.0,1.0,0.0,0.0,0.4,3261.0,18.0,1033.0,112.0,1318.0,0.4,2.2,1.9,0.0,97.9,0.1,Normal,Condition satisfactory.
0.4,4.9,3.2,0.3,0.6,16.0,0.0,0.0,43.0,0.0,0.2,0.3,1.0,0.0,1394.0,875.0,717.0,94.0,921.0,0.0,0.0,1.3,0.0,80.8,0.1,Normal,Condition satisfactory.
1.9,4.8,5.6,0.6,3.9,17.0,0.0,0.0,50.0,0.0,0.4,0.1,1.0,0.0,1441.0,1019.0,732.0,81.0,965.0,0.3,0.0,1.5,0.0,88.4,0.1,Normal,Condition satisfactory.
9.0,11.0,5.5,0.9,34.0,186.0,0.0,1.0,0.1,0.0,4.3,0.6,0.0,3.2,2644.0,8.1,1388.0,79.0,1062.0,0.6,0.0,0.0,0.0,125.9,0.1,Normal,Condition satisfactory.
9.5,13.0,5.2,1.0,28.0,149.0,0.0,0.4,0.0,0.0,4.0,0.5,0.0,0.0,2955.0,8.3,1402.0,84.0,1195.0,0.7,0.0,0.5,0.0,123.9,0.1,Normal,Condition satisfactory.
0.0,4.0,2.3,0.2,1.8,11.0,0.1,0.0,0.2,0.0,0.2,0.0,0.0,0.0,112.0,4.2,353.0,6.3,450.0,0.0,0.0,0.0,0.0,42.4,0.1,Serious,Visible debris present. Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
14.0,7.8,2.1,0.3,96.0,41.0,0.0,5.0,0.0,0.0,1.1,0.0,0.0,0.2,3814.0,11.0,1163.0,111.0,1543.0,0.2,1.9,0.3,0.0,109.1,0.1,Normal,Condition satisfactory.
8.1,12.0,4.2,1.4,162.0,262.0,0.4,0.9,0.1,0.0,5.5,0.7,0.0,0.1,2868.0,9.6,1341.0,79.0,1152.0,1.0,0.0,0.9,0.0,123.6,0.1,Normal,Condition satisfactory.
8.6,8.4,2.5,0.1,2.0,21.0,7.1,0.4,0.0,0.0,0.3,0.0,0.0,0.8,1084.0,4.9,596.0,151.0,447.0,0.3,0.0,4.0,0.0,35.7,0.1,Normal,Condition satisfactory. 
13.0,15.0,6.2,0.5,34.0,94.0,0.2,1.2,0.6,0.0,1.0,0.1,0.0,0.1,3705.0,14.0,1119.0,110.0,1487.0,0.4,0.3,13.0,0.0,110.7,0.1,Normal,Condition satisfactory.
12.0,37.0,14.0,0.9,316.0,131.0,3.1,11.0,0.6,0.0,2.1,1.0,0.1,0.4,3544.0,18.0,1133.0,109.0,1435.0,0.6,0.2,11.0,0.0,114.2,0.1,Serious,Visible debris present. The levels of Copper and Tin suggest possible wear of a bearing or bush type material. Advice : Change oil if not changed when sampled. Check unit for abnormal noise and heat and feedback findings before next sample.
8.1,5.4,16.0,0.2,4.1,46.0,26.0,3.1,0.1,0.0,0.7,0.0,0.0,0.5,190.0,1.0,510.0,221.0,8.3,0.0,0.0,1.6,0.0,35.4,0.1,Normal,Condition satisfactory.
11.0,6.8,1.9,0.4,3.0,33.0,0.6,0.6,1.9,0.0,2.7,0.0,0.0,0.0,3516.0,13.0,1254.0,104.0,1397.0,0.7,0.0,1.0,0.0,112.9,0.1,Normal,Condition satisfactory.
10.0,8.3,2.4,0.5,9.7,43.0,1.5,0.7,1.8,0.0,1.6,0.0,0.1,0.0,3765.0,13.0,1311.0,102.0,1504.0,1.0,0.0,1.1,0.0,112.3,0.1,Normal,Condition satisfactory.
11.0,7.4,2.2,0.4,4.0,37.0,0.0,0.1,1.8,0.0,2.1,0.0,0.0,0.0,3476.0,13.0,1231.0,103.0,1366.0,0.9,0.0,1.1,0.0,110.0,0.1,Normal,Condition satisfactory.
9.7,3.9,1.1,0.1,2.0,9.6,59.0,0.7,1.1,0.0,0.3,0.0,0.0,0.0,3568.0,9.3,1109.0,104.0,1418.0,0.1,0.2,0.8,0.0,108.2,0.1,Caution,Visible debris present. The level of Lead suggests possible wear of a bearing or bush type material. Advice : Resample at the next service intervention.
6.5,9.3,7.8,0.3,0.5,500.0,0.0,0.5,0.0,0.0,3.2,0.0,0.1,0.0,2478.0,6.8,921.0,132.0,974.0,0.1,0.0,0.2,0.0,31.9,0.1,Normal,Condition satisfactory. 
0.0,3.9,1.4,0.7,1.1,3.9,0.0,0.2,0.7,0.0,0.1,0.0,0.0,0.0,121.0,3.1,333.0,3.9,439.0,0.0,0.0,0.0,0.0,40.8,0.1,Normal,Condition satisfactory.
9.6,7.2,20.0,0.2,8.4,76.0,37.0,3.5,0.5,0.0,1.0,0.2,0.0,6.2,179.0,2.2,480.0,220.0,11.0,0.3,0.0,1.4,0.0,102.3,0.1,Serious,The PQ Index  is higher than expected and suggests the presence of wear debris from gear or shaft type material. Advice : Change oil if not changed when sampled.
14.0,16.0,7.8,0.4,9.9,78.0,0.4,0.0,1.3,0.0,0.8,0.3,0.1,0.2,3564.0,13.0,1090.0,109.0,1491.0,0.5,0.1,3.5,0.0,103.6,0.1,Normal,Condition satisfactory.
13.0,16.0,8.1,0.5,9.1,84.0,1.0,0.0,0.5,0.0,1.1,0.5,0.1,0.2,3409.0,11.0,1045.0,106.0,1408.0,0.1,0.1,1.9,0.0,105.3,0.1,Normal,Condition satisfactory.
13.0,13.0,2.4,0.3,7.8,52.0,0.2,0.2,1.6,0.0,0.6,0.2,0.1,0.2,3460.0,14.0,1044.0,113.0,1415.0,0.1,0.5,1.8,0.0,98.2,0.1,Normal,Condition satisfactory.
13.0,14.0,2.2,0.3,7.9,52.0,0.2,0.0,1.7,0.0,0.6,0.1,0.0,0.2,3460.0,15.0,1043.0,115.0,1411.0,0.2,0.5,1.8,0.0,105.3,0.1,Normal,Condition satisfactory.
0.0,6.1,4.8,0.6,4.6,14.0,0.6,0.2,52.0,0.0,0.4,0.1,1.2,0.0,1430.0,1037.0,828.0,81.0,1069.0,9.4,0.0,1.9,0.0,90.4,0.1,Normal,Condition satisfactory.
0.5,6.7,6.6,0.8,30.0,17.0,1.2,1.9,81.0,0.2,0.5,0.1,1.0,0.0,2455.0,755.0,849.0,37.0,1174.0,0.3,0.0,6.0,0.0,87.5,0.1,Caution,Copper present; but not significant and possibly normal leaching from copper based components or copper oil cooler if used. Advice : Resample at recommended sampling interval to follow trends.
13.0,48.0,12.0,0.3,7.4,125.0,7.5,1.9,1.1,0.0,1.4,0.1,0.0,0.9,208.0,5.3,476.0,195.0,34.0,0.3,0.2,2.0,0.0,34.0,0.1,Serious,Visible debris present. Sample has an abnormal level of Silicon suggesting possible ingress of environmental contamination. The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Change fluid and check unit for source of contamination.
4071.0,62.0,0.1,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,17.0,11.0,0.2,1.8,0.0,0.0,357.0,0.1,,,Serious,pH too low. Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Glycol content indicates sufficient freeze and corrosion protection. Advice : Action should be taken to correct.
3108.0,36.0,0.0,0.0,0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,11.0,7.9,1.2,2.4,0.0,0.0,634.0,0.2,,,Serious,Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. pH too low. Too low pH might lead to corrosion of iron-containing components. Advise drain system and refill with recommended mixture. 
3771.0,85.0,4.0,0.0,0.2,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,18.0,11.0,0.0,3.4,0.0,0.0,476.0,0.1,,,Caution,Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Glycol content indicates sufficient freeze and corrosion protection. Advice : Resample at the next service intervention. 
3009.0,15.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,16.0,7.5,5.4,8.0,0.0,0.0,261.0,0.1,,,Serious,Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Too low pH might lead to corrosion of iron-containing components. Advise drain system and refill with recommended mixture.  
5.4,12.0,0.9,0.3,1.9,5.8,0.0,0.0,0.4,0.0,0.2,0.0,0.1,0.0,3986.0,23.0,1199.0,106.0,1530.0,0.0,0.0,1.7,0.0,45.8,0.1,Normal,Condition satisfactory.
0.9,4.4,3.4,0.4,5.8,10.0,0.9,0.3,44.0,0.0,0.2,0.1,1.0,0.0,1309.0,878.0,671.0,87.0,859.0,0.0,0.0,0.7,0.0,81.5,0.1,Normal,Condition satisfactory.
8.1,9.8,24.0,0.1,23.0,90.0,26.0,3.6,0.0,0.0,0.8,0.0,0.0,0.0,224.0,0.9,557.0,256.0,14.0,0.0,0.0,2.1,0.0,34.9,0.1,Caution,Visible debris present. The level of aluminium suggests possible wear of casing/torque convertor. The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Resample at recommended sampling interval to follow trends. 
8.4,11.0,4.6,0.9,58.0,687.0,1.3,3.7,1.2,0.0,6.0,0.0,0.1,0.1,3822.0,12.0,1167.0,109.0,1525.0,1.1,0.0,0.3,0.0,105.6,0.1,Normal,Condition satisfactory.
9.2,14.0,4.8,1.1,56.0,644.0,1.6,3.4,1.1,0.0,6.9,0.1,0.1,0.0,3712.0,11.0,1154.0,108.0,1501.0,1.0,0.0,1.8,0.0,105.4,0.1,Normal,Condition satisfactory.
0.0,8.0,4.3,0.8,4.3,12.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,94.0,2.4,345.0,0.5,471.0,0.0,0.0,0.5,0.0,45.0,0.1,Serious,Wear appears satisfactory. ISO cleanliness code suggests fluid should be cleaned/filtered. If cleaning not feasible then consider fluid change. If cleanliness not improved on next sample consider checking filtration system if fitted.
8.4,6.4,2.5,3.2,280.0,424.0,6.8,17.0,0.4,0.0,3.7,0.0,0.0,0.0,189.0,1.7,558.0,262.0,12.0,1.4,0.6,1.6,0.0,33.2,0.1,Serious,Visible debris present. The levels of Copper and Tin suggest possible wear of a bearing or bush type material. Advice : Change oil if not changed when sampled.  
0.8,3.8,3.5,0.4,16.0,8.9,0.1,0.7,48.0,0.1,0.3,0.1,1.2,0.1,1365.0,915.0,690.0,75.0,886.0,0.3,0.0,0.8,0.0,87.8,0.1,Normal,Condition satisfactory. 
6.5,5.0,9.8,0.2,5.7,44.0,11.0,1.8,0.0,0.0,0.6,0.1,0.1,0.2,179.0,1.5,482.0,218.0,14.0,0.1,0.3,0.5,0.0,34.5,0.1,Normal,Condition satisfactory.
13.0,8.2,0.7,0.3,6.7,59.0,0.1,0.0,1.7,0.0,1.9,0.0,0.1,0.0,3858.0,14.0,1155.0,112.0,1522.0,1.1,0.0,0.0,0.0,109.3,0.1,Normal,Condition satisfactory.
11.0,8.4,1.0,0.5,2.1,37.0,0.0,0.2,1.7,0.0,1.7,0.1,0.0,0.0,3804.0,14.0,1132.0,107.0,1526.0,0.4,0.0,1.5,0.0,108.7,0.1,Normal,Condition satisfactory.
12.0,4.3,0.9,0.3,6.2,20.0,42.0,0.2,1.0,0.0,0.5,0.0,0.0,0.1,3683.0,9.7,1134.0,107.0,1487.0,0.1,0.0,0.1,0.0,108.0,0.1,Normal,Condition satisfactory.
12.0,9.2,1.0,0.5,14.0,138.0,0.4,0.1,3.6,0.0,11.0,0.1,0.0,0.0,3849.0,13.0,1179.0,111.0,1561.0,1.0,0.0,1.4,0.0,108.5,0.1,Normal,Condition satisfactory.
2.9,4.3,2.6,0.1,0.9,27.0,0.0,0.2,0.0,0.0,0.3,0.0,0.1,0.0,1203.0,3.9,647.0,169.0,493.0,0.0,0.1,0.0,0.0,31.2,0.1,Normal,Condition satisfactory. 
0.0,1.6,0.4,0.3,3.8,3.5,0.6,0.0,0.0,0.0,0.1,0.0,0.0,0.0,78.0,0.6,340.0,0.3,471.0,0.0,0.0,0.0,0.0,39.6,0.1,Normal,Condition satisfactory.
7.9,4.8,9.2,0.1,3.2,32.0,3.1,1.2,0.2,0.0,0.9,0.0,0.0,0.5,198.0,2.9,539.0,250.0,8.1,0.1,0.1,6.4,0.0,34.7,0.1,Normal,Condition satisfactory. 
0.0,15.0,0.9,0.5,19.0,75.0,0.0,0.7,0.0,0.0,1.5,0.1,0.0,0.0,519.0,3.2,2000.0,12.0,189.0,0.1,0.0,0.1,0.0,175.1,0.1,Normal,Condition satisfactory.
0.0,15.0,0.7,0.5,12.0,72.0,0.0,0.7,0.0,0.0,1.6,0.1,0.0,0.0,601.0,3.6,1968.0,12.0,223.0,0.2,0.0,0.1,0.0,176.3,0.1,Normal,Condition satisfactory.
0.0,6.5,2.8,0.2,1.2,9.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,103.0,2.5,365.0,6.4,466.0,0.0,0.0,0.7,0.0,42.2,0.1,Normal,Condition satisfactory.
2.4,19.0,0.8,0.5,31.0,43.0,0.0,0.8,0.0,0.0,2.1,0.0,0.0,0.2,223.0,2.6,2000.0,6.4,111.0,0.0,2.9,0.0,0.0,170.3,0.1,Normal,Condition satisfactory.
0.0,15.0,0.8,0.6,19.0,152.0,0.0,0.4,0.0,0.0,1.8,0.1,0.0,0.0,481.0,3.0,1903.0,9.6,174.0,0.2,0.0,1.0,0.0,178.5,0.1,Normal,Condition satisfactory.
5.8,6.4,1.3,0.0,0.4,6.6,8.8,0.0,0.0,0.0,0.1,0.0,0.0,0.0,3744.0,6.6,1312.0,138.0,1550.0,0.1,0.0,1.6,0.0,39.2,0.1,Normal,Condition satisfactory.
4.4,103.0,9.9,4.7,5.9,506.0,1.2,0.0,1.2,0.0,31.0,0.8,0.1,0.6,89.0,3.7,546.0,2.0,45.0,8.5,0.2,3.5,0.0,131.4,0.1,Caution,Visible debris present. Silicon evident suggesting possible ingress of environmental contamination or a Silicon based product (e.g.  Silicon grease/assembly compound). Wear appears satisfactory. Advice : Resample at the next service intervention.
7.2,6.0,13.0,0.3,13.0,76.0,5.7,0.5,1.3,0.0,2.1,0.0,0.0,1.6,162.0,3.8,434.0,192.0,11.0,0.4,0.5,7.2,0.0,34.5,0.1,Caution,The level of Iron is higher than expected and suggests wear of gear or shaft type material. Advice : Resample at the next service intervention.
0.0,4.6,1.5,0.1,1.6,4.1,0.0,0.6,1.1,0.0,0.1,0.1,0.0,0.1,86.0,1.1,329.0,6.1,420.0,0.0,0.0,0.0,0.0,42.2,0.1,Normal,Wear appears satisfactory. No significant contamination. Advise monitor at the recommended sampling period.
16.0,13.0,1.8,0.3,29.0,32.0,0.8,0.9,0.3,0.0,0.8,0.1,0.1,0.3,3674.0,12.0,1194.0,117.0,1495.0,0.0,2.3,0.7,0.0,108.8,0.1,Normal,Condition satisfactory.
7.4,9.7,1.9,0.0,0.5,20.0,4.5,0.0,0.5,0.0,0.2,0.0,0.0,0.1,1210.0,4.4,613.0,158.0,505.0,0.0,0.0,2.8,0.0,35.9,0.1,Normal,Condition satisfactory.
3758.0,77.0,6.4,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,16.0,9.9,0.9,0.3,0.0,0.0,395.0,0.2,,,Caution,Reserve Alkalinity low; possibly owing to depletion of corrosion inhibitor additives. Glycol content indicates sufficient freeze and corrosion protection. Advice : Resample at the next service intervention. 
4.8,5.5,5.1,0.0,0.0,14.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,935.0,1.6,568.0,154.0,389.0,0.1,0.0,0.3,0.0,31.0,0.1,Normal,Condition satisfactory.
4.5,5.2,4.2,0.0,0.0,47.0,0.0,0.2,0.1,0.0,0.3,0.0,0.0,0.0,793.0,1.5,501.0,141.0,344.0,0.0,0.0,0.0,0.0,31.6,0.1,Normal,Condition satisfactory. 
6.4,6.0,7.8,0.1,8.4,22.0,3.6,1.0,0.2,0.0,0.2,0.0,0.0,0.1,161.0,4.1,404.0,181.0,20.0,0.2,0.1,0.6,0.0,36.2,0.1,Normal,Condition satisfactory.
